Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Gormiti: The Lords of Nature!,DS,2010.0,Adventure,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,,,,,,
Dreamer Series: Puppy Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,,,tbd,,Dreamcatcher,E
AMF Bowling 2004,XB,2003.0,Sports,Mud Duck Productions,0.22,0.06,0.0,0.01,0.3,48.0,6.0,4.4,8.0,,
NFL Xtreme,PS,1998.0,Sports,Sony Computer Entertainment,0.38,0.26,0.0,0.05,0.69,,,,,,
Batman: Vengeance,PS2,2001.0,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,68.0,19.0,6.7,12.0,Ubisoft,T
International Superstar Soccer 2000 (All region sales),N64,1999.0,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51,,,,,,
Congo Bongo,2600,1982.0,Action,Sega,0.37,0.02,0.0,0.0,0.4,,,,,,
Puyo Puyo 7,DS,2009.0,Puzzle,Sega,0.0,0.0,0.3,0.0,0.3,,,,,,
Myst,PSP,2006.0,Adventure,Midway Games,0.0,0.01,0.0,0.0,0.01,69.0,4.0,4.8,5.0,Hoplite Research,E
NHL 16,XOne,2015.0,Sports,Electronic Arts,0.38,0.05,0.0,0.05,0.48,80.0,18.0,6,81.0,"EA Sports, EA Canada",E10+
Winning Post 8 ,PS3,2014.0,Racing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,
Kinectimals,X360,2010.0,Simulation,Microsoft Game Studios,1.02,0.46,0.0,0.13,1.62,74.0,50.0,3.1,69.0,Frontier Developments,E
Red Faction: Guerrilla,PS3,2009.0,Shooter,THQ,0.33,0.27,0.02,0.12,0.74,85.0,56.0,8.1,136.0,Volition Inc.,M
LEGO Island 2: The Brickster's Revenge,PS,2001.0,Adventure,LEGO Media,0.1,0.07,0.0,0.01,0.18,,,,,,
Caesar IV,PC,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,74.0,32.0,7.6,43.0,Tilted Mill,E10+
Conflict: Desert Storm II - Back to Bagdhad,GC,2004.0,Shooter,SCi,0.03,0.01,0.0,0.0,0.04,,,,,,
Tetris Worlds (Online Edition),XB,2003.0,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2,62.0,13.0,tbd,,Radical Entertainment,E
Spyro: A Hero's Tail,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14,64.0,17.0,9.1,10.0,Eurocom Entertainment Software,E
Animorphs: Shattered Reality,PS,2000.0,Action,Infogrames,0.03,0.02,0.0,0.0,0.06,27.0,4.0,tbd,,SingleTrac,E
Mega Man Legends,PS,1997.0,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83,,,,,,
TrackMania Turbo,PC,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,79.0,13.0,6.8,42.0,Nadeo,E
Power Pro Kun Pocket 12,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,,,,,,
NHL FaceOff 98,PS,1997.0,Sports,Sony Computer Entertainment,0.28,0.19,0.0,0.03,0.51,,,,,,
Kingdoms of Amalur: Reckoning,X360,2012.0,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,0.87,80.0,71.0,7.7,446.0,Big Huge Games,M
Ar tonelico 2: Melody of Metafalica,PS2,2007.0,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18,,,,,,
Bicycle Casino 2005,XB,2004.0,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23,,,,,,
Crash Bandicoot,PS,1996.0,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,,,,,,
SingStar Legends,PS2,2006.0,Misc,Sony Computer Entertainment,0.12,0.75,0.0,0.23,1.1,76.0,25.0,tbd,,SCEE London Studio,T
Ben 10 Galactic Racing,X360,2011.0,Racing,D3Publisher,0.07,0.02,0.0,0.01,0.1,,,tbd,,Monkey Bar Games,E
Tiger Woods PGA Tour 10,X360,2009.0,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,80.0,51.0,6.9,20.0,EA Tiburon,E
Disney Infinity 3.0,WiiU,2015.0,Action,Disney Interactive Studios,0.21,0.21,0.0,0.04,0.46,,,,,,
Digimon Rumble Arena,PS,2001.0,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,64.0,5.0,8.8,71.0,Bandai,E
Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,2008.0,Racing,Takara Tomy,0.0,0.0,0.01,0.0,0.01,,,,,,
Harvest Moon DS: Island of Happiness,DS,2007.0,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,0.72,65.0,15.0,7,22.0,TOSE,E
We Sing Rock!,Wii,2011.0,Misc,Nordic Games,0.0,0.06,0.0,0.01,0.07,,,,,,
Advance Guardian Heroes,GBA,2004.0,Role-Playing,Ubisoft,0.03,0.01,0.0,0.0,0.04,65.0,25.0,tbd,,Treasure,E
Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,65.0,18.0,7.9,13.0,Ninja Studio,T
Mighty No. 9,XOne,2016.0,Platform,Deep Silver,0.02,0.0,0.0,0.0,0.02,55.0,13.0,4.2,94.0,Inti Creates,E10+
FIFA 14,PSV,2013.0,Sports,Electronic Arts,0.08,0.23,0.01,0.09,0.41,,,1.8,69.0,EA Canada,E
Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,24.0,4.4,606.0,EA DICE,T
The Lord of the Rings: The Two Towers,GC,2002.0,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53,82.0,13.0,8.7,23.0,Stormfront Studios,T
Neopets Puzzle Adventure,DS,2008.0,Puzzle,Capcom,0.26,0.0,0.0,0.02,0.29,70.0,12.0,tbd,,Infinite Interactive,E
Trivial Pursuit,Wii,2009.0,Misc,Electronic Arts,0.2,0.3,0.0,0.07,0.57,67.0,11.0,tbd,,EA Bright Light,E
Tiger Woods PGA Tour 11,X360,2010.0,Sports,Electronic Arts,0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19.0,EA Sports,E
Bomberman Tournament,GBA,2001.0,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25,88.0,16.0,,,AI,E
Warship Gunner 2,PS2,2006.0,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,62.0,13.0,8.5,11.0,Micro Cabin,T
Worms Armageddon,PS,1999.0,Strategy,Microprose,0.18,0.81,0.0,0.08,1.06,,,,,,
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008.0,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,,
DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.0,0.04,0.0,0.01,0.05,77.0,10.0,8.6,16.0,Cave,
Sacra Terra: Angelic Night,PC,2011.0,Puzzle,Avanquest,0.01,0.02,0.0,0.01,0.03,,,tbd,,"Viva Media, Viva Media, LLC",T
Team Elimination Games,Wii,2009.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,tbd,,Ubisoft,E
Cabela's Dangerous Hunts 2011,DS,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,tbd,,Activision,T
Hasbro Family Game Night,DS,2009.0,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22,57.0,6.0,tbd,,Electronic Arts,E
Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.05,,,tbd,,Frame Studios Interactive,E
Super Real Mahjong P V,SAT,1995.0,Misc,Seta Corporation,0.0,0.0,0.19,0.0,0.19,,,,,,
Crazy Climber,2600,1981.0,Action,Atari,0.21,0.01,0.0,0.0,0.22,,,,,,
Harry Potter and the Goblet of Fire,DS,2005.0,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,68.0,15.0,6,6.0,Magic Pockets,E
Looney Tunes: Duck Amuck,DS,2007.0,Action,Warner Bros. Interactive Entertainment,0.28,0.0,0.0,0.02,0.3,66.0,16.0,tbd,,WayForward,E
Speed Kings,PS2,2003.0,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,13.0,7.8,6.0,Climax Group,E
Mouse Trap,2600,1981.0,Action,Coleco,0.38,0.02,0.0,0.0,0.4,,,,,,
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,0.08,0.0,0.01,0.01,0.11,,,,,,
Alleyway,GB,1989.0,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,,,,,,
Call of Duty 3,X360,2006.0,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82.0,71.0,6.5,233.0,Treyarch,T
Free Running,Wii,2009.0,Sports,Reef Entertainment,0.02,0.02,0.0,0.0,0.04,,,tbd,,Rebellion,T
Command & Conquer: Tiberian Sun,PC,1999.0,Strategy,Westwood Studios,1.55,0.0,0.0,0.0,1.55,,,,,,
Dengeki Gakuen RPG: Cross of Venus,DS,2009.0,Role-Playing,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,,,,,,
The Fairly Odd Parents: Enter the Cleft,GBA,2002.0,Platform,THQ,0.14,0.05,0.0,0.0,0.2,,,,,,
Alter Echo,XB,2003.0,Shooter,THQ,0.04,0.01,0.0,0.0,0.05,62.0,24.0,tbd,,Outrage Games,T
Echo Night,PS,1998.0,Adventure,From Software,0.03,0.02,0.07,0.01,0.12,,,,,,
Battleborn,PS4,2016.0,Shooter,Take-Two Interactive,0.12,0.08,0.02,0.04,0.26,68.0,55.0,6.8,402.0,Gearbox Software,T
Aero Gauge,N64,1997.0,Racing,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07,,,,,,
J Legend Retsuden,3DS,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
G1 Jockey 3,PS2,2002.0,Sports,THQ,0.02,0.01,0.07,0.0,0.1,71.0,12.0,9,10.0,Koei/Inis,E
NHL 2001,PS,2000.0,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,88.0,10.0,7.7,7.0,Page 44 Studios,E
Guitar Hero Live,XOne,2015.0,Misc,Activision,0.3,0.2,0.0,0.05,0.55,81.0,21.0,5.1,69.0,FreeStyleGames,T
Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,Sega,0.18,0.64,0.27,0.09,1.18,,,,,,
100 Classic Games,DS,2011.0,Misc,Rondomedia,0.0,0.03,0.0,0.0,0.04,,,,,Easy Interactive,
Death Trap,2600,1982.0,Action,Avalon Interactive,0.15,0.01,0.0,0.0,0.17,,,,,,
Sled Storm,PS,1998.0,Racing,Electronic Arts,0.9,0.61,0.0,0.11,1.62,,,,,,
Dragon Ball: Raging Blast 2,X360,2010.0,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57.0,33.0,7.4,30.0,Spike,T
Tom and Jerry Tales,DS,2006.0,Platform,Warner Bros. Interactive Entertainment,0.2,0.05,0.0,0.02,0.28,,,tbd,,Sensory Sweep,E
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,84.0,36.0,7.5,366.0,EA LA,T
Phineas and Ferb: Across the 2nd Dimension,DS,2011.0,Action,Disney Interactive Studios,0.31,0.18,0.0,0.05,0.54,47.0,5.0,tbd,,Altron,E
Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,48.0,18.0,7.5,4.0,From Software,T
Furu Furu Park,Wii,2007.0,Misc,Taito,0.05,0.0,0.0,0.0,0.05,43.0,16.0,4.8,5.0,"Taito Corporation, 505 Games",E10+
Dragon Warrior I&II,GB,1999.0,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77,,,,,,
Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,47.0,26.0,6.2,10.0,Visual Concepts,T
New Play Control! Mario Power Tennis,Wii,2009.0,Sports,Nintendo,0.35,0.69,0.28,0.14,1.46,,,,,,
Pro Evolution Soccer 2010,PSP,2009.0,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,72.0,9.0,4.6,5.0,Konami,E
Virtua Tennis 4,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.01,0.14,65.0,15.0,7.5,4.0,Sega,E
From The Abyss,DS,2008.0,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,59.0,9.0,8,5.0,Sonic Powered,E
Tiger Woods PGA Tour 07,PS2,2006.0,Sports,Electronic Arts,0.6,0.02,0.0,0.1,0.72,79.0,33.0,6,8.0,EA Redwood Shores,E
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,,,,,,
Monster Racers,DS,2009.0,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07,70.0,5.0,9,5.0,Koei,E
MLB Power Pros 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.11,0.0,0.01,0.01,0.13,79.0,16.0,8.7,21.0,Konami,E
The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.25,0.56,0.0,0.14,0.96,88.0,76.0,8.5,4378.0,CD Projekt Red Studio,M
Virtua Tennis 3,PSP,2007.0,Sports,Sega,0.02,0.02,0.0,0.01,0.05,79.0,17.0,7.7,13.0,Sumo Digital,E
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22.0,Double Fine Productions,E
Lost Planet: Extreme Condition,PS3,2008.0,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,67.0,34.0,7,36.0,Capcom,T
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998.0,Racing,Jaleco,0.0,0.0,0.05,0.0,0.05,,,,,,
Cities in Motion Collection,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,,,tbd,,Paradox Interactive,E
Disney Channel Collection Vol. 1,GBA,2004.0,Misc,,0.08,0.03,0.0,0.0,0.11,,,,,,
Suzumiya Haruhi no Tomadoi,PS2,2008.0,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13,,,,,,
NCAA Football 11,PS2,2010.0,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.38,,,tbd,,EA Tiburon,E
Cartoon Network Collection: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.18,0.07,0.0,0.0,0.25,,,,,,
Lovely Lisa and Friends,DS,2010.0,Simulation,Tomy Corporation,0.12,0.0,0.0,0.01,0.13,,,tbd,,,
Hyrule Warriors,WiiU,2014.0,Action,Nintendo,0.58,0.42,0.13,0.1,1.23,76.0,81.0,8.3,662.0,Omega Force,T
Zoo Quest: Puzzle Fun!,DS,2008.0,Puzzle,JoWood Productions,0.04,0.0,0.0,0.0,0.04,,,,,,
The King of Fighters '98 Ultimate Match,PS2,2008.0,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,,,,,,
Lucian Bee's: Resurrection Supernova,PS2,2009.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,,,,,,
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9,268.0,Pandemic Studios,T
World of Warcraft,PC,2004.0,Role-Playing,Activision,0.08,6.21,0.0,0.0,6.29,93.0,57.0,7.3,2182.0,Blizzard Entertainment,T
Kya: Dark Lineage,PS2,2003.0,Adventure,Atari,0.08,0.06,0.0,0.02,0.16,69.0,25.0,8.9,28.0,Eden Studios,T
Gundam Memories: Tatakai no Kioku,PSP,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,1.21,1.62,0.27,0.37,3.46,,,,,,
Sotsugyou Crossworld,PS,1996.0,Simulation,Hearty Robin,0.0,0.0,0.08,0.01,0.09,,,,,,
Shin Sangoku Musou 5 Empires,PSP,2010.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,,
Disney Infinity 3.0,X360,2015.0,Action,Disney Interactive Studios,0.21,0.15,0.0,0.03,0.39,,,,,,
Pirates PlundArrr,Wii,2010.0,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,60.0,5.0,tbd,,Boomzap,E10+
428: Fuusa Sareta Shibuya de,PS3,2009.0,Adventure,Spike,0.0,0.0,0.02,0.0,0.02,,,,,,
Gears of War 4,XOne,2016.0,Shooter,Microsoft Game Studios,0.78,0.44,0.0,0.12,1.35,84.0,96.0,6.2,815.0,The Coalition,M
Dokapon Kingdom,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13,73.0,11.0,8.3,17.0,Sting,E10+
Phineas and Ferb,DS,2009.0,Action,Disney Interactive Studios,1.32,0.37,0.0,0.15,1.84,80.0,4.0,4.5,8.0,Altron,E
Suzumiya Haruhi no Tsuisou,PS3,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Clock Tower 3,PS2,2002.0,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33,69.0,28.0,7.6,38.0,SunSoft,M
Super Monkey Ball: Step & Roll,Wii,2010.0,Action,Sega,0.15,0.19,0.0,0.04,0.39,,,,,,
Silent Scope 3,PS2,2002.0,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16,61.0,12.0,tbd,,KCET,M
Angry Birds: Rio,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.07,0.0,0.02,0.09,,,tbd,,"Rovio Mobile, Rovio Entertainment",E
Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75.0,32.0,8.6,95.0,CyberConnect2,T
NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.82,0.0,0.0,0.07,0.89,79.0,9.0,4.1,34.0,EA Tiburon,E
LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action,Disney Interactive Studios,0.29,0.27,0.0,0.06,0.62,71.0,16.0,7.3,20.0,Traveller's Tales,E10+
Fernbus Simulator,PC,2016.0,Simulation,Aerosoft,0.0,0.01,0.0,0.0,0.01,,,tbd,,TML-Studios,
OK! Puzzle Stars,DS,2010.0,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.06,,,,,,
Space Camp,Wii,2009.0,Action,Activision,0.12,0.0,0.0,0.01,0.13,,,6.2,5.0,7 Studios,E
Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,,,,,,
Star Fox Command,DS,2006.0,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,76.0,56.0,7.3,56.0,Q-Games,E10+
Rogue Trooper,XB,2006.0,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,71.0,37.0,8.5,11.0,Rebellion,T
NCAA Football 99,PS,1998.0,Sports,Electronic Arts,0.59,0.4,0.0,0.07,1.06,,,,,,
Grey's Anatomy: The Video Game,PC,2009.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,36.0,4.0,3.9,20.0,Longtail Studios,T
Victorious Boxers: Ippo's Road to Glory,PS2,2000.0,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,75.0,15.0,8,10.0,New,T
Famicom Mini: Balloon Fight,GBA,2004.0,Action,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,
Grabbed by the Ghoulies,XB,2003.0,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,66.0,42.0,7.3,28.0,Rare Ltd.,E
Guitar Hero Live,PS4,2015.0,Misc,Activision,0.34,0.38,0.0,0.14,0.86,80.0,69.0,6.2,160.0,FreeStyleGames,T
Expendable,PS,1999.0,Action,Infogrames,0.03,0.02,0.0,0.0,0.05,,,,,,
Godzilla: Domination!,GBA,2002.0,Fighting,Atari,0.2,0.07,0.0,0.01,0.28,,,,,,
NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.44,0.31,0.04,0.32,2.11,84.0,26.0,4.9,142.0,Visual Concepts,E
Ys: Memories of Celceta,PSV,2012.0,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,82.0,56.0,8.8,237.0,Falcom,T
Wonder World Amusement Park,DS,2009.0,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,,,tbd,,Coyote Console,E
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014.0,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76.0,26.0,7.7,44.0,Gust,E10+
Mercury Meltdown Revolution,Wii,2007.0,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.17,77.0,41.0,7.4,16.0,Ignition Entertainment,E
Miyako: Awayuki no Utage,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
Power Rangers Samurai,DS,2011.0,Action,Namco Bandai Games,0.26,0.04,0.0,0.02,0.32,,,tbd,,Inti Creates,E10+
Kessen,PS2,2000.0,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75.0,20.0,8.4,12.0,Koei,T
Yakuza 4,PS3,,Action,Sega,0.15,0.13,0.63,0.05,0.95,78.0,59.0,8,177.0,Ryu ga Gotoku Studios,M
How to Train Your Dragon 2,3DS,2014.0,Adventure,Little Orbit,0.04,0.19,0.0,0.02,0.25,,,tbd,,Torus Games,E10+
Picross 3D,DS,2009.0,Puzzle,Nintendo,0.28,0.03,0.16,0.02,0.49,83.0,35.0,8.4,33.0,HAL Labs,E
Pirates of the Caribbean: At World's End,Wii,2007.0,Action,Disney Interactive Studios,0.39,0.02,0.01,0.04,0.45,53.0,17.0,7.2,17.0,Eurocom Entertainment Software,T
Tomb Raider (2013),X360,2013.0,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,,,,,,
GRID 2,X360,2013.0,Racing,Codemasters,0.08,0.16,0.0,0.03,0.27,78.0,51.0,5.8,156.0,Codemasters,E
Madden NFL 99,N64,1998.0,Sports,Electronic Arts,0.84,0.05,0.0,0.01,0.9,,,,,,
NBA Jam 2002,GBA,2002.0,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11,49.0,11.0,tbd,,DC Studios,E
Classic Road,PS,1995.0,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07,,,,,,
Amagami,PS2,2009.0,Adventure,Enterbrain,0.0,0.0,0.13,0.0,0.13,,,,,,
Spelling Challenges and more!,PSP,2007.0,Misc,Crave Entertainment,0.24,0.0,0.0,0.02,0.25,,,,,,
Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,,,,,,
Monster Jam,X360,2007.0,Racing,Activision,0.18,0.0,0.0,0.02,0.2,43.0,9.0,6.4,5.0,Torus Games,E
Top Spin 3,DS,2008.0,Action,D3Publisher,0.11,0.02,0.0,0.01,0.13,65.0,12.0,tbd,,"Pam Development, 2K Sports",E
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007.0,Misc,Irem Software Engineering,0.0,0.0,0.05,0.0,0.05,,,,,,
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006.0,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,,,,,,
Star Wars Starfighter: Special Edition,XB,2001.0,Simulation,LucasArts,0.3,0.1,0.0,0.02,0.42,76.0,22.0,tbd,,Secret Level,T
Angry Birds Star Wars,X360,2013.0,Strategy,Activision,0.16,0.1,0.0,0.02,0.28,59.0,3.0,5.6,25.0,Exient Entertainment,E
Chronicles of Mystery: The Secret Tree of Life,DS,2011.0,Adventure,City Interactive,0.03,0.04,0.0,0.01,0.07,78.0,4.0,tbd,,City Interactive,E10+
Sonic Rush,DS,2005.0,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,43.0,8.5,101.0,"Dimps Corporation, Sonic Team",E
Mega Man Anniversary Collection,PS2,2004.0,Platform,Capcom,0.29,0.22,0.0,0.08,0.59,81.0,26.0,9,20.0,Atomic Planet Entertainment,E
Monopoly Party,GC,2002.0,Misc,Infogrames,0.1,0.03,0.0,0.0,0.13,,,,,,
ZooCube,GC,2002.0,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,67.0,15.0,6.1,7.0,PuzzleKings,E
Monster 4x4: Masters of Metal,GC,2003.0,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,49.0,11.0,tbd,,Ubisoft,E
Sonic Jam,SAT,1997.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12,,,,,,
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014.0,Action,FuRyu,0.0,0.0,0.05,0.0,0.05,,,,,,
Fuel,X360,2009.0,Racing,Codemasters,0.09,0.18,0.0,0.04,0.31,66.0,45.0,7,45.0,Asobo Studio,E
NCAA Football 07,PS2,2006.0,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,87.0,18.0,8.6,23.0,EA Sports,E
My English Coach: Para Hispanoparlantes,DS,2009.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,tbd,,Ubisoft,E
Magicka Collection,PC,2011.0,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03,,,7.5,6.0,Paradox Interactive,T
Enslaved: Odyssey to the West,X360,2010.0,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.54,82.0,72.0,7.8,295.0,Ninja Theory,T
Operation Darkness,X360,2007.0,Role-Playing,Success,0.07,0.0,0.0,0.01,0.07,46.0,22.0,7,21.0,Success,M
The Legend of Zelda: Oracle of Seasons,GB,2001.0,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,,,,,,
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26,55.0,5.0,tbd,,Human Soft,E
NCAA GameBreaker 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,57.0,9.0,tbd,,989 Sports,E
Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,0.0,1.12,0.0,0.0,1.12,86.0,15.0,8,19.0,Sports Interactive,E
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
Deus Ex,PC,2000.0,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,90.0,28.0,9.3,1069.0,Ion Storm,M
Elven Legacy,PC,2009.0,Strategy,Paradox Interactive,0.02,0.0,0.0,0.0,0.02,71.0,27.0,7.1,38.0,1C:Ino-Co,T
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015.0,Action,Activision,0.0,0.02,0.0,0.0,0.03,59.0,4.0,6.6,19.0,"Activision, Behaviour Interactive",E
Famicom Remix Best Choice,3DS,2015.0,Action,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,,
Bomberman,NES,1985.0,Puzzle,Hudson Soft,0.18,0.0,0.85,0.0,1.03,,,,,,
