Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10,2002.0,4.0,32.0,0.16,0.13,0.0,0.04,0.33,59.0,15.0,6.7,6.0,115.0,1
9,2001.0,12.0,279.0,0.08,0.03,0.0,0.0,0.11,73.0,8.0,-1.0,-1.0,259.0,0
8,2006.0,8.0,3.0,0.06,0.0,0.0,0.01,0.07,55.0,8.0,7.4,8.0,1484.0,1
2,2011.0,8.0,20.0,0.0,0.04,0.06,0.01,0.11,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,6.0,172.0,0.0,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
3,2007.0,2.0,15.0,4.4,1.85,1.98,0.68,8.91,72.0,27.0,7.8,85.0,477.0,0
9,2002.0,1.0,2.0,0.0,0.0,0.14,0.0,0.14,-1.0,-1.0,-1.0,-1.0,,-1
5,2009.0,2.0,48.0,0.07,0.0,0.0,0.01,0.07,70.0,6.0,-1.0,-1.0,55.0,1
2,2012.0,6.0,15.0,0.09,0.0,0.0,0.01,0.09,71.0,11.0,7.9,17.0,11.0,0
5,2006.0,1.0,25.0,0.07,0.0,0.0,0.01,0.08,78.0,51.0,7.9,166.0,220.0,3
5,2011.0,2.0,29.0,0.1,0.0,0.0,0.01,0.11,-1.0,-1.0,-1.0,-1.0,79.0,0
1,-1.0,2.0,14.0,0.15,0.0,0.0,0.01,0.16,33.0,6.0,-1.0,-1.0,1233.0,1
3,2006.0,9.0,30.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
22,2014.0,12.0,29.0,0.22,0.64,0.0,0.16,1.01,90.0,16.0,8.5,525.0,321.0,3
5,2009.0,1.0,2.0,0.12,0.58,0.03,0.08,0.81,78.0,34.0,7.6,29.0,29.0,0
14,-1.0,1.0,,0.81,0.55,0.0,0.1,1.46,-1.0,-1.0,-1.0,-1.0,,-1
9,2003.0,7.0,1.0,0.21,0.08,0.0,0.01,0.3,48.0,14.0,5.9,8.0,363.0,0
11,-1.0,10.0,14.0,0.16,0.05,0.0,0.01,0.21,74.0,22.0,7.0,10.0,530.0,1
2,2013.0,9.0,96.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
4,2008.0,4.0,29.0,0.72,0.4,0.14,0.2,1.46,85.0,65.0,7.9,129.0,21.0,1
6,1993.0,1.0,172.0,0.0,0.0,0.17,0.0,0.17,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,11.0,98.0,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
5,2012.0,9.0,21.0,0.42,0.23,0.07,0.06,0.79,75.0,59.0,7.8,320.0,74.0,2
3,2009.0,1.0,2.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
1,2010.0,2.0,5.0,0.46,0.27,0.0,0.07,0.8,-1.0,-1.0,-1.0,-1.0,147.0,0
15,2012.0,8.0,26.0,0.04,0.02,0.02,0.01,0.08,64.0,18.0,7.4,31.0,94.0,1
12,2014.0,10.0,29.0,0.15,0.44,0.0,0.04,0.63,80.0,17.0,6.7,1064.0,28.0,2
3,2010.0,2.0,1.0,0.06,0.0,0.0,0.0,0.07,70.0,7.0,-1.0,-1.0,1485.0,0
7,2016.0,9.0,91.0,0.41,0.27,0.0,0.07,0.74,-1.0,-1.0,-1.0,-1.0,,-1
5,2010.0,1.0,8.0,0.32,0.05,0.0,0.03,0.4,-1.0,-1.0,-1.0,-1.0,124.0,0
14,1999.0,1.0,29.0,0.26,0.17,0.0,0.03,0.46,65.0,11.0,-1.0,-1.0,703.0,0
3,2007.0,11.0,247.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
21,-1.0,10.0,45.0,0.91,0.06,0.0,0.01,0.98,-1.0,-1.0,-1.0,-1.0,,-1
11,2004.0,7.0,45.0,0.36,0.38,0.0,0.03,0.76,56.0,57.0,4.7,69.0,162.0,2
8,2007.0,2.0,45.0,0.08,0.0,0.0,0.01,0.09,64.0,17.0,6.0,4.0,550.0,0
1,2010.0,1.0,83.0,0.05,0.0,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,1486.0,0
11,2003.0,3.0,521.0,0.03,0.01,0.0,0.0,0.04,74.0,11.0,8.8,6.0,1487.0,0
14,2001.0,1.0,5.0,0.78,0.53,0.0,0.09,1.39,88.0,9.0,8.0,7.0,41.0,0
3,2006.0,6.0,20.0,0.01,0.0,0.0,0.0,0.01,55.0,6.0,-1.0,-1.0,173.0,0
3,2010.0,11.0,155.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
8,2007.0,6.0,19.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
8,2013.0,5.0,522.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
8,2006.0,9.0,26.0,0.15,0.01,0.04,0.02,0.23,87.0,37.0,8.2,69.0,205.0,1
14,1995.0,10.0,5.0,0.03,0.02,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
16,2005.0,12.0,113.0,0.04,0.01,0.0,0.0,0.05,58.0,6.0,-1.0,-1.0,191.0,3
8,2009.0,5.0,26.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
17,1990.0,1.0,15.0,0.28,0.5,0.65,0.05,1.48,-1.0,-1.0,-1.0,-1.0,,-1
12,2009.0,7.0,18.0,0.0,0.04,0.0,0.01,0.05,89.0,22.0,8.2,352.0,140.0,1
16,2003.0,2.0,15.0,0.97,0.33,0.73,0.06,2.08,69.0,33.0,8.2,57.0,443.0,0
7,2016.0,7.0,3.0,0.01,0.02,0.0,0.0,0.03,74.0,5.0,8.1,7.0,215.0,0
21,1981.0,10.0,140.0,1.18,0.08,0.0,0.01,1.27,-1.0,-1.0,-1.0,-1.0,,-1
3,2009.0,9.0,125.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
14,2000.0,12.0,77.0,0.05,0.03,0.0,0.01,0.08,69.0,15.0,8.1,11.0,74.0,0
1,2009.0,10.0,15.0,0.19,0.14,0.06,0.03,0.42,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,9.0,16.0,0.05,0.0,0.0,0.0,0.05,67.0,24.0,6.8,12.0,205.0,0
8,2013.0,5.0,58.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
1,2008.0,1.0,131.0,0.17,0.18,0.0,0.04,0.4,-1.0,-1.0,-1.0,-1.0,141.0,0
5,2007.0,1.0,8.0,0.49,0.02,0.0,0.04,0.56,72.0,59.0,5.4,44.0,378.0,1
5,2008.0,10.0,18.0,0.23,0.04,0.0,0.02,0.29,43.0,44.0,6.8,87.0,330.0,1
3,2006.0,5.0,29.0,0.1,0.01,0.12,0.01,0.24,75.0,42.0,7.4,28.0,239.0,0
22,2016.0,8.0,21.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
14,2002.0,4.0,3.0,0.0,0.0,0.1,0.01,0.11,69.0,5.0,9.0,74.0,744.0,1
9,2003.0,4.0,3.0,0.11,0.04,0.0,0.0,0.15,63.0,5.0,-1.0,-1.0,744.0,0
8,2007.0,7.0,19.0,0.1,0.22,0.02,0.12,0.47,64.0,25.0,7.1,18.0,178.0,3
5,2011.0,10.0,164.0,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
16,2005.0,1.0,15.0,0.93,0.24,0.25,0.04,1.46,76.0,38.0,8.6,41.0,21.0,0
4,2011.0,8.0,9.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,8.4,72.0,1053.0,1
3,2007.0,8.0,108.0,0.13,0.0,0.0,0.01,0.14,19.0,4.0,3.1,7.0,395.0,3
4,2011.0,5.0,5.0,0.22,0.24,0.04,0.08,0.58,70.0,51.0,7.9,181.0,1124.0,2
9,2003.0,12.0,1.0,0.39,0.14,0.0,0.01,0.54,-1.0,-1.0,-1.0,-1.0,,-1
5,2006.0,1.0,5.0,0.42,0.0,0.0,0.04,0.46,59.0,32.0,4.9,60.0,41.0,0
3,2010.0,2.0,14.0,0.0,0.07,0.0,0.01,0.08,-1.0,-1.0,-1.0,-1.0,,-1
4,2008.0,4.0,1.0,0.51,0.3,0.01,0.12,0.94,78.0,37.0,7.0,49.0,165.0,1
1,2012.0,8.0,1.0,0.11,0.02,0.0,0.01,0.15,74.0,4.0,6.0,9.0,103.0,1
14,2001.0,8.0,178.0,0.24,0.17,0.0,0.03,0.44,-1.0,-1.0,-1.0,-1.0,,-1
5,2011.0,10.0,18.0,0.1,0.14,0.01,0.03,0.28,69.0,64.0,6.1,29.0,140.0,2
3,2011.0,6.0,14.0,0.03,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,1488.0,0
4,2012.0,10.0,25.0,0.59,0.89,0.06,0.3,1.85,87.0,31.0,7.8,790.0,1265.0,2
14,1998.0,7.0,3.0,0.68,0.46,0.79,0.13,2.06,88.0,18.0,9.2,21.0,21.0,-1
11,2005.0,8.0,108.0,0.02,0.01,0.0,0.0,0.02,66.0,13.0,-1.0,-1.0,359.0,3
9,2004.0,8.0,40.0,0.27,0.1,0.0,0.01,0.38,-1.0,-1.0,-1.0,-1.0,,-1
10,2003.0,2.0,40.0,0.12,0.1,0.0,0.03,0.25,56.0,6.0,-1.0,-1.0,331.0,0
8,2008.0,5.0,119.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
10,2004.0,8.0,5.0,0.08,0.06,0.0,0.02,0.17,46.0,35.0,6.9,13.0,70.0,1
8,2009.0,7.0,9.0,0.09,0.15,0.0,0.08,0.32,55.0,13.0,5.7,10.0,140.0,3
23,1997.0,9.0,19.0,0.0,0.0,0.42,0.0,0.42,-1.0,-1.0,-1.0,-1.0,,-1
16,2003.0,8.0,5.0,0.05,0.01,0.0,0.0,0.07,61.0,19.0,7.2,9.0,224.0,2
8,2011.0,9.0,14.0,0.0,0.0,0.81,0.0,0.81,-1.0,-1.0,-1.0,-1.0,145.0,-1
9,2002.0,9.0,10.0,0.02,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
10,2006.0,8.0,9.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
3,2009.0,5.0,8.0,0.12,0.0,0.0,0.01,0.13,-1.0,-1.0,-1.0,-1.0,2.0,0
9,2001.0,1.0,8.0,0.26,0.1,0.0,0.01,0.36,58.0,7.0,-1.0,-1.0,195.0,0
10,2007.0,4.0,17.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
8,2013.0,5.0,119.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
10,2006.0,10.0,22.0,0.02,0.02,0.0,0.01,0.04,71.0,37.0,8.2,9.0,8.0,1
3,2008.0,2.0,15.0,0.12,0.52,0.0,0.02,0.66,70.0,7.0,6.0,12.0,244.0,-1
3,2008.0,6.0,73.0,0.5,0.0,0.0,0.04,0.55,67.0,19.0,6.8,6.0,1489.0,0
5,2006.0,9.0,29.0,0.16,0.02,0.0,0.02,0.19,69.0,54.0,6.9,60.0,81.0,1
1,2010.0,3.0,1.0,0.1,0.1,0.0,0.02,0.22,58.0,13.0,-1.0,-1.0,12.0,3
1,2008.0,11.0,29.0,0.22,0.0,0.0,0.02,0.25,-1.0,-1.0,-1.0,-1.0,1490.0,0
5,2009.0,1.0,8.0,0.46,0.1,0.0,0.05,0.61,46.0,43.0,3.0,67.0,882.0,3
3,2008.0,11.0,29.0,0.56,0.0,0.0,0.05,0.61,-1.0,-1.0,-1.0,-1.0,,-1
12,2011.0,6.0,226.0,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,9.0,294.0,0.1,0.0,0.11,0.01,0.22,53.0,19.0,5.8,17.0,1391.0,3
2,2015.0,11.0,215.0,0.05,0.0,0.1,0.01,0.16,72.0,28.0,6.8,15.0,257.0,3
8,2012.0,8.0,21.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
1,2011.0,8.0,8.0,0.07,0.02,0.0,0.01,0.1,36.0,10.0,4.5,15.0,683.0,1
4,2011.0,5.0,102.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
3,2005.0,2.0,15.0,0.01,0.0,0.02,0.0,0.03,71.0,49.0,7.0,37.0,106.0,0
10,2002.0,5.0,20.0,0.02,0.02,0.25,0.01,0.29,67.0,16.0,-1.0,-1.0,1456.0,1
8,2007.0,8.0,29.0,0.08,0.0,0.0,0.01,0.09,44.0,4.0,5.4,7.0,58.0,2
3,2009.0,2.0,96.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
24,1992.0,1.0,382.0,1.75,0.25,0.0,0.05,2.05,-1.0,-1.0,-1.0,-1.0,,-1
11,2007.0,1.0,5.0,0.06,0.02,0.0,0.0,0.08,82.0,4.0,8.1,8.0,41.0,0
14,1998.0,9.0,3.0,0.0,0.0,0.54,0.04,0.58,-1.0,-1.0,-1.0,-1.0,,-1
3,2010.0,7.0,29.0,0.04,0.0,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,1491.0,0
16,2004.0,12.0,45.0,0.01,0.0,0.0,0.0,0.02,64.0,9.0,-1.0,-1.0,411.0,1
19,2000.0,9.0,29.0,0.0,0.0,0.2,0.0,0.2,90.0,17.0,8.8,57.0,405.0,1
4,2010.0,7.0,9.0,2.96,4.82,0.81,2.11,10.7,84.0,82.0,7.5,1112.0,956.0,0
5,2015.0,1.0,29.0,0.0,0.03,0.0,0.0,0.03,-1.0,-1.0,8.0,5.0,204.0,0
3,2007.0,2.0,42.0,0.06,0.0,0.0,0.0,0.07,-1.0,-1.0,-1.0,-1.0,459.0,0
5,2009.0,8.0,29.0,0.31,0.19,0.02,0.06,0.58,73.0,64.0,7.3,51.0,305.0,1
3,2005.0,6.0,3.0,0.16,0.0,0.1,0.01,0.27,71.0,41.0,7.1,7.0,21.0,0
10,2009.0,8.0,12.0,0.06,0.04,0.0,0.01,0.11,39.0,5.0,2.0,6.0,409.0,3
12,2008.0,9.0,8.0,0.01,0.13,0.0,1.18,1.32,91.0,47.0,7.5,930.0,481.0,1
10,2002.0,10.0,3.0,0.0,0.0,0.39,0.0,0.39,-1.0,-1.0,-1.0,-1.0,,-1
9,2003.0,1.0,5.0,0.04,0.01,0.0,0.0,0.05,82.0,4.0,7.9,9.0,32.0,0
12,2008.0,10.0,8.0,0.02,0.14,0.0,0.03,0.18,83.0,36.0,7.5,721.0,127.0,2
3,2010.0,10.0,8.0,0.05,0.01,0.0,0.0,0.06,70.0,10.0,-1.0,-1.0,101.0,1
3,2009.0,5.0,17.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
7,2014.0,1.0,11.0,0.3,0.23,0.02,0.05,0.6,60.0,53.0,5.1,144.0,498.0,3
1,2007.0,8.0,29.0,0.24,0.02,0.0,0.02,0.29,70.0,30.0,7.7,21.0,28.0,1
10,2005.0,1.0,8.0,0.19,0.15,0.0,0.05,0.39,-1.0,-1.0,5.6,14.0,59.0,1
10,2008.0,9.0,43.0,0.07,0.05,0.0,0.02,0.14,65.0,11.0,8.2,9.0,1427.0,1
14,1998.0,2.0,32.0,0.17,0.12,0.0,0.02,0.31,-1.0,-1.0,-1.0,-1.0,,-1
10,2003.0,2.0,84.0,0.04,0.03,0.0,0.01,0.08,79.0,16.0,8.6,10.0,1023.0,1
5,2007.0,6.0,1.0,0.08,0.02,0.0,0.01,0.11,52.0,21.0,-1.0,-1.0,589.0,0
14,1995.0,4.0,523.0,0.0,0.0,0.33,0.02,0.36,-1.0,-1.0,-1.0,-1.0,,-1
14,1994.0,10.0,9.0,0.08,0.06,0.21,0.02,0.37,-1.0,-1.0,-1.0,-1.0,,-1
16,2005.0,10.0,5.0,0.19,0.05,0.0,0.01,0.25,71.0,22.0,7.9,14.0,172.0,1
1,2010.0,7.0,14.0,0.04,0.02,0.0,0.01,0.06,-1.0,-1.0,-1.0,-1.0,390.0,0
12,2008.0,11.0,5.0,0.0,0.07,0.0,0.01,0.09,75.0,10.0,7.7,19.0,147.0,1
3,2007.0,6.0,15.0,0.14,0.01,0.16,0.01,0.33,86.0,25.0,8.2,15.0,113.0,0
1,2009.0,11.0,31.0,0.02,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,842.0,3
4,2012.0,8.0,65.0,0.59,1.05,0.07,0.44,2.14,83.0,30.0,7.5,511.0,42.0,2
17,1991.0,1.0,15.0,0.41,0.1,0.47,0.02,1.0,-1.0,-1.0,-1.0,-1.0,,-1
13,2014.0,5.0,3.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
8,2006.0,5.0,1.0,0.07,0.0,0.0,0.01,0.08,-1.0,-1.0,-1.0,-1.0,,-1
5,2011.0,1.0,8.0,0.18,0.01,0.0,0.02,0.21,-1.0,-1.0,-1.0,-1.0,157.0,0
14,2000.0,10.0,149.0,0.09,0.06,0.0,0.01,0.16,61.0,12.0,7.5,15.0,70.0,2
10,2009.0,5.0,66.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
10,2006.0,9.0,65.0,0.07,0.05,0.29,0.02,0.43,57.0,27.0,6.8,11.0,145.0,1
3,2008.0,3.0,69.0,0.07,0.0,0.0,0.01,0.08,-1.0,-1.0,-1.0,-1.0,1492.0,0
9,2002.0,7.0,29.0,0.07,0.03,0.0,0.0,0.1,58.0,8.0,-1.0,-1.0,456.0,0
2,2015.0,2.0,15.0,0.03,0.66,0.02,0.04,0.75,-1.0,-1.0,-1.0,-1.0,,-1
16,2003.0,7.0,39.0,0.77,0.2,0.0,0.03,0.99,-1.0,-1.0,-1.0,-1.0,,-1
10,2007.0,8.0,3.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
4,2007.0,11.0,29.0,0.1,0.03,0.0,0.02,0.15,70.0,10.0,7.2,12.0,305.0,1
14,1996.0,7.0,9.0,1.33,0.4,0.03,0.07,1.83,-1.0,-1.0,-1.0,-1.0,,-1
22,2015.0,4.0,3.0,0.0,0.12,0.04,0.02,0.18,59.0,30.0,7.8,45.0,744.0,1
9,2004.0,8.0,40.0,0.6,0.22,0.0,0.01,0.83,57.0,6.0,5.0,5.0,51.0,0
5,2011.0,8.0,53.0,0.06,0.04,0.0,0.01,0.1,52.0,21.0,6.3,26.0,340.0,1
9,2002.0,8.0,21.0,0.0,0.0,0.14,0.0,0.14,-1.0,-1.0,-1.0,-1.0,,-1
6,1998.0,1.0,234.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
10,2001.0,8.0,7.0,0.56,0.44,0.0,0.15,1.15,73.0,15.0,8.3,30.0,53.0,1
11,2002.0,1.0,19.0,0.09,0.02,0.0,0.0,0.12,89.0,17.0,7.1,14.0,127.0,0
16,2005.0,2.0,1.0,0.34,0.09,0.0,0.01,0.44,-1.0,-1.0,-1.0,-1.0,,-1
14,1995.0,1.0,32.0,0.14,0.09,0.0,0.02,0.25,-1.0,-1.0,-1.0,-1.0,,-1
2,2011.0,2.0,15.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,6.0,23.0,0.1,0.01,0.0,0.01,0.12,66.0,8.0,-1.0,-1.0,1493.0,0
3,2010.0,4.0,3.0,0.0,0.0,0.36,0.0,0.36,-1.0,-1.0,-1.0,-1.0,,-1
13,2015.0,11.0,72.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,12.0,7.0,0.08,0.06,0.0,0.02,0.16,-1.0,-1.0,-1.0,-1.0,,-1
8,2006.0,4.0,45.0,0.26,0.08,0.13,0.07,0.54,70.0,21.0,8.1,19.0,744.0,1
10,2005.0,10.0,29.0,0.38,0.01,0.0,0.06,0.46,82.0,30.0,7.6,30.0,193.0,2
12,2012.0,8.0,124.0,0.96,1.07,0.0,0.27,2.31,90.0,69.0,7.9,2954.0,229.0,1
14,1997.0,9.0,5.0,0.29,0.19,0.07,0.04,0.58,-1.0,-1.0,-1.0,-1.0,,-1
1,2007.0,11.0,20.0,0.04,0.0,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,415.0,0
22,2014.0,2.0,29.0,0.19,0.13,0.0,0.07,0.39,72.0,8.0,5.8,32.0,79.0,3
19,2000.0,7.0,19.0,1.1,0.51,0.12,0.08,1.81,-1.0,-1.0,-1.0,-1.0,,-1
8,2009.0,5.0,102.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
10,2006.0,5.0,174.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,4.0,2.0,0.1,0.0,0.0,0.01,0.11,54.0,6.0,7.1,10.0,1494.0,1
10,2008.0,12.0,1.0,0.21,0.0,0.0,0.54,0.75,67.0,8.0,8.4,9.0,86.0,0
14,2001.0,1.0,9.0,0.23,0.15,0.0,0.03,0.4,62.0,10.0,8.8,4.0,87.0,0
1,-1.0,2.0,14.0,0.04,0.0,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,526.0,0
9,2005.0,12.0,29.0,0.05,0.02,0.0,0.0,0.06,61.0,12.0,-1.0,-1.0,699.0,0
8,2010.0,9.0,66.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
10,2004.0,9.0,65.0,0.13,0.1,0.0,0.03,0.27,67.0,21.0,8.4,20.0,213.0,1
18,1999.0,7.0,296.0,0.0,0.0,0.05,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
14,1997.0,3.0,3.0,0.0,0.0,0.27,0.02,0.29,-1.0,-1.0,-1.0,-1.0,,-1
10,2001.0,4.0,5.0,0.28,0.21,0.0,0.07,0.56,81.0,18.0,-1.0,-1.0,1129.0,1
1,2010.0,1.0,231.0,0.05,0.0,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,1495.0,0
9,2003.0,8.0,1.0,0.25,0.09,0.0,0.01,0.35,-1.0,-1.0,-1.0,-1.0,780.0,0
16,2003.0,4.0,15.0,0.44,0.12,0.45,0.03,1.04,74.0,22.0,8.9,39.0,1015.0,1
13,2013.0,9.0,16.0,0.01,0.01,0.04,0.01,0.06,55.0,31.0,6.7,37.0,447.0,2
10,2002.0,6.0,24.0,0.0,0.0,0.05,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
14,2001.0,8.0,8.0,0.57,0.87,0.02,0.09,1.55,74.0,15.0,8.7,35.0,26.0,0
27,1994.0,2.0,19.0,0.0,0.0,0.04,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
12,2011.0,11.0,173.0,0.0,0.04,0.0,0.01,0.05,70.0,20.0,7.7,105.0,1228.0,0
1,2009.0,2.0,28.0,0.0,0.36,0.0,0.02,0.38,-1.0,-1.0,-1.0,-1.0,,-1
22,2016.0,5.0,109.0,0.01,0.0,0.0,0.0,0.01,70.0,27.0,6.8,64.0,1139.0,1
10,2007.0,5.0,20.0,0.0,0.0,0.05,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
14,1996.0,1.0,26.0,0.04,0.03,0.16,0.02,0.24,-1.0,-1.0,-1.0,-1.0,,-1
10,2003.0,1.0,19.0,0.27,0.21,0.0,0.07,0.56,91.0,20.0,8.5,25.0,17.0,0
5,2007.0,3.0,22.0,0.21,0.02,0.0,0.02,0.26,73.0,55.0,7.1,40.0,549.0,1
10,2004.0,5.0,3.0,0.08,0.06,0.0,0.02,0.16,-1.0,-1.0,-1.0,-1.0,,-1
12,2011.0,10.0,243.0,0.01,0.0,0.0,0.0,0.01,61.0,12.0,5.8,43.0,1496.0,1
10,2010.0,8.0,313.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
22,2014.0,7.0,130.0,0.04,0.11,0.0,0.03,0.18,73.0,28.0,6.4,26.0,215.0,0
5,2006.0,2.0,8.0,0.15,0.0,0.0,0.01,0.16,-1.0,-1.0,-1.0,-1.0,,-1
10,2003.0,9.0,381.0,0.09,0.07,0.0,0.02,0.19,77.0,16.0,8.5,17.0,732.0,1
3,2009.0,2.0,73.0,0.01,0.0,0.0,0.0,0.02,66.0,7.0,-1.0,-1.0,1375.0,1
9,2003.0,12.0,1.0,0.88,0.33,0.0,0.02,1.23,-1.0,-1.0,7.3,6.0,26.0,0
4,2010.0,7.0,5.0,1.05,1.23,0.03,0.47,2.78,89.0,59.0,7.2,301.0,27.0,3
8,2010.0,2.0,186.0,0.01,0.0,0.02,0.0,0.03,-1.0,-1.0,4.6,9.0,1497.0,3
12,2011.0,7.0,18.0,0.0,0.13,0.0,0.03,0.15,86.0,23.0,6.9,433.0,140.0,1
3,2007.0,5.0,7.0,0.17,0.0,0.0,0.01,0.19,-1.0,-1.0,-1.0,-1.0,1498.0,0
10,2001.0,12.0,98.0,0.02,0.02,0.0,0.01,0.05,64.0,5.0,7.4,5.0,1221.0,0
9,2004.0,6.0,15.0,0.25,0.09,0.12,0.01,0.46,53.0,13.0,-1.0,-1.0,11.0,0
3,2009.0,2.0,29.0,0.24,0.0,0.0,0.02,0.26,-1.0,-1.0,-1.0,-1.0,36.0,0
3,2007.0,8.0,21.0,0.24,0.0,0.31,0.02,0.57,-1.0,-1.0,-1.0,-1.0,,-1
1,2009.0,1.0,45.0,0.16,0.0,0.0,0.01,0.17,-1.0,-1.0,-1.0,-1.0,,-1
3,2010.0,2.0,8.0,0.12,0.0,0.0,0.01,0.13,-1.0,-1.0,-1.0,-1.0,157.0,0
14,1997.0,12.0,117.0,0.13,0.09,0.0,0.01,0.23,-1.0,-1.0,-1.0,-1.0,,-1
10,2005.0,12.0,9.0,0.04,0.03,0.0,0.01,0.08,71.0,5.0,7.7,7.0,707.0,0
5,2010.0,10.0,21.0,0.38,0.23,0.08,0.06,0.76,-1.0,-1.0,-1.0,-1.0,,-1
16,2003.0,10.0,1.0,0.03,0.01,0.0,0.0,0.03,79.0,12.0,7.3,4.0,227.0,2
16,2003.0,5.0,15.0,0.24,0.06,0.07,0.01,0.38,55.0,21.0,6.0,22.0,1117.0,0
16,2001.0,5.0,29.0,0.2,0.05,0.0,0.01,0.26,70.0,17.0,5.8,16.0,28.0,1
3,2010.0,2.0,1.0,0.39,0.0,0.0,0.03,0.41,-1.0,-1.0,-1.0,-1.0,103.0,0
1,2010.0,11.0,20.0,0.33,0.12,0.0,0.04,0.49,-1.0,-1.0,-1.0,-1.0,762.0,0
3,2011.0,3.0,164.0,0.9,0.12,0.0,0.08,1.1,81.0,23.0,7.4,29.0,39.0,3
4,2014.0,1.0,413.0,0.0,0.01,0.0,0.0,0.01,73.0,5.0,6.9,55.0,1144.0,0
16,2002.0,4.0,45.0,0.55,0.14,0.0,0.02,0.71,73.0,30.0,7.8,23.0,114.0,1
3,2007.0,9.0,65.0,0.22,0.01,0.42,0.02,0.66,77.0,41.0,7.2,25.0,145.0,3
14,2000.0,1.0,29.0,0.07,0.05,0.0,0.01,0.13,-1.0,-1.0,-1.0,-1.0,,-1
